"age","educNum","mariStat","occup","origEthn","sex","hoursWeek","income","LcapitalGain","LcapitalLoss","child"
56,13,"Never-Married","White-Collar","CaucYes","Female",45,"incH",0,0,"ChildNo"
32,13,"Never-Married","Professional","CaucYes","Male",40,"incB",0,0,"ChildYes"
24,13,"Married","Service","CaucYes","Male",33,"incB",0,0,"ChildNo"
26,10,"Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
36,13,"Never-Married","Sales","CaucNo","Female",50,"incB",7.68478394352278,0,"ChildNo"
49,7,"Never-Married","Service","CaucYes","Male",60,"incB",0,0,"ChildNo"
65,9,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
73,4,"Not-Married","Service","CaucNo","Female",40,"incB",0,0,"ChildNo"
34,7,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
22,13,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildYes"
49,10,"Never-Married","Service","CaucYes","Female",30,"incB",0,0,"ChildNo"
25,7,"Never-Married","Service","CaucNo","Female",32,"incB",0,0,"ChildNo"
39,5,"Married","Blue-Collar","CaucYes","Male",25,"incB",0,0,"ChildNo"
19,7,"Never-Married","Blue-Collar","CaucYes","Male",56,"incB",0,0,"ChildNo"
24,6,"Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
34,9,"Not-Married","Admin","CaucYes","Female",35,"incB",0,0,"ChildNo"
21,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
43,14,"Not-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
39,10,"Not-Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildNo"
33,12,"Never-Married","Service","CaucNo","Male",32,"incB",0,0,"ChildNo"
19,10,"Never-Married","Service","CaucYes","Female",26,"incB",0,0,"ChildYes"
43,10,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
62,9,"Widowed","Admin","CaucYes","Female",42,"incB",0,0,"ChildNo"
53,14,"Not-Married","Professional","CaucNo","Female",40,"incH",0,0,"ChildNo"
45,14,"Married","Professional","CaucYes","Male",60,"incH",0,0,"ChildNo"
47,9,"Not-Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildNo"
30,10,"Never-Married","Service","CaucNo","Female",40,"incB",0,0,"ChildYes"
53,9,"Not-Married","Sales","CaucYes","Female",33,"incB",0,0,"ChildNo"
24,9,"Not-Married","Blue-Collar","CaucNo","Female",40,"incB",0,0,"ChildYes"
41,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
58,3,"Not-Married","Service","CaucNo","Female",40,"incB",0,0,"ChildNo"
27,9,"Not-Married","Admin","CaucYes","Male",50,"incB",8.49002752334347,0,"ChildNo"
63,9,"Not-Married","Admin","CaucYes","Female",38,"incB",0,0,"ChildNo"
50,10,"Not-Married","Service","CaucYes","Male",28,"incB",0,0,"ChildYes"
43,14,"Never-Married","Other-occups","CaucNo","Female",47,"incH",9.06126014896203,0,"ChildNo"
29,10,"Never-Married","White-Collar","CaucYes","Male",60,"incB",0,0,"ChildNo"
41,10,"Married","Sales","CaucYes","Male",40,"incB",8.27969713387763,0,"ChildNo"
55,9,"Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
36,9,"Never-Married","Blue-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
23,9,"Never-Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildYes"
22,13,"Never-Married","Blue-Collar","CaucYes","Male",55,"incH",9.51421562432271,0,"ChildNo"
58,10,"Not-Married","Blue-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
25,7,"Never-Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildYes"
40,9,"Married","Sales","CaucYes","Female",30,"incB",0,0,"ChildNo"
38,11,"Never-Married","Professional","CaucYes","Female",39,"incB",0,0,"ChildNo"
37,13,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
19,10,"Never-Married","Service","CaucYes","Female",35,"incB",0,0,"ChildYes"
55,6,"Never-Married","Service","CaucYes","Male",29,"incB",0,0,"ChildNo"
55,13,"Married","Sales","CaucYes","Male",50,"incH",9.61747075940341,0,"ChildNo"
28,13,"Never-Married","Admin","CaucYes","Male",45,"incB",0,0,"ChildNo"
53,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
60,10,"Not-Married","Professional","CaucYes","Male",42,"incB",8.10952565975287,0,"ChildNo"
32,10,"Not-Married","Admin","CaucYes","Female",38,"incB",0,0,"ChildNo"
34,9,"Married","Sales","CaucYes","Male",50,"incB",0,0,"ChildNo"
49,10,"Not-Married","Professional","CaucYes","Male",45,"incH",0,0,"ChildNo"
21,10,"Never-Married","Service","CaucYes","Female",30,"incB",0,0,"ChildNo"
24,13,"Never-Married","Admin","CaucNo","Female",20,"incB",0,0,"ChildNo"
53,11,"Not-Married","Admin","CaucNo","Female",40,"incB",7.69757534680234,0,"ChildNo"
34,13,"Not-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
41,3,"Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
21,9,"Never-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
43,14,"Married","White-Collar","CaucYes","Male",35,"incH",0,0,"ChildNo"
31,9,"Never-Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildYes"
38,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,7.62217459481762,"ChildNo"
42,13,"Married","White-Collar","CaucYes","Male",60,"incH",0,7.78986855905471,"ChildNo"
62,13,"Never-Married","Blue-Collar","CaucYes","Male",30,"incB",0,0,"ChildNo"
51,4,"Widowed","Blue-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
30,9,"Never-Married","Sales","CaucNo","Female",25,"incB",0,0,"ChildNo"
24,13,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
36,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
57,6,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
46,13,"Married","White-Collar","CaucYes","Male",55,"incH",0,0,"ChildNo"
33,16,"Married","Professional","CaucYes","Male",40,"incB",0,0,"ChildNo"
42,10,"Never-Married","Sales","CaucYes","Male",45,"incB",0,0,"ChildNo"
62,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
64,10,"Married","Sales","CaucYes","Male",20,"incB",0,0,"ChildNo"
18,10,"Never-Married","Sales","CaucYes","Female",25,"incB",0,0,"ChildYes"
43,3,"Not-Married","Blue-Collar","CaucYes","Male",35,"incB",0,0,"ChildNo"
62,4,"Widowed","Service","CaucYes","Female",66,"incB",0,0,"ChildNo"
29,12,"Married","Professional","CaucYes","Male",50,"incB",0,0,"ChildNo"
43,13,"Married","Blue-Collar","CaucNo","Male",40,"incH",0,0,"ChildNo"
39,9,"Married","White-Collar","CaucYes","Male",40,"incH",8.89549263145163,0,"ChildNo"
34,13,"Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
44,12,"Married","White-Collar","CaucYes","Male",45,"incH",8.38640090116621,0,"ChildNo"
25,13,"Never-Married","Admin","CaucYes","Male",30,"incB",0,0,"ChildNo"
47,10,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
41,13,"Not-Married","Professional","CaucYes","Male",65,"incB",0,0,"ChildNo"
19,10,"Never-Married","Sales","CaucYes","Male",20,"incB",0,0,"ChildYes"
57,2,"Married","Service","CaucNo","Male",40,"incB",0,0,"ChildNo"
25,9,"Never-Married","Admin","CaucNo","Male",35,"incB",0,0,"ChildNo"
37,10,"Married","Admin","CaucYes","Male",40,"incH",0,0,"ChildNo"
29,11,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
32,10,"Never-Married","Sales","CaucYes","Male",35,"incB",0,0,"ChildYes"
35,15,"Married","Professional","CaucYes","Male",45,"incH",0,0,"ChildNo"
52,8,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
41,9,"Never-Married","Blue-Collar","CaucYes","Female",40,"incB",7.51316354523408,0,"ChildYes"
29,9,"Not-Married","Blue-Collar","CaucYes","Female",38,"incB",0,0,"ChildNo"
23,14,"Never-Married","Professional","CaucYes","Female",36,"incB",0,0,"ChildYes"
31,7,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
40,9,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
19,9,"Never-Married","Admin","CaucYes","Female",20,"incB",0,0,"ChildYes"
21,10,"Never-Married","Blue-Collar","CaucYes","Male",10,"incB",0,0,"ChildYes"
37,13,"Never-Married","Admin","CaucYes","Female",40,"incH",9.06126014896203,0,"ChildNo"
49,15,"Married","Professional","CaucYes","Male",35,"incH",11.5129254649702,0,"ChildNo"
64,9,"Married","Admin","CaucYes","Female",35,"incB",0,0,"ChildNo"
37,11,"Never-Married","Admin","CaucYes","Female",43,"incB",0,0,"ChildNo"
70,13,"Married","Blue-Collar","CaucYes","Male",12,"incH",0,7.77401507725073,"ChildNo"
22,6,"Never-Married","Blue-Collar","CaucNo","Male",30,"incB",0,0,"ChildYes"
29,9,"Married","Sales","CaucNo","Male",40,"incB",0,0,"ChildNo"
37,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
29,13,"Never-Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildNo"
38,7,"Not-Married","Blue-Collar","CaucYes","Male",65,"incB",0,0,"ChildNo"
27,9,"Never-Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
58,13,"Married","Admin","CaucYes","Male",35,"incH",0,0,"ChildNo"
60,10,"Married","Admin","CaucYes","Female",35,"incB",0,0,"ChildNo"
20,10,"Never-Married","Sales","CaucYes","Male",25,"incB",0,0,"ChildNo"
51,10,"Married","Sales","CaucYes","Male",40,"incH",0,0,"ChildNo"
37,5,"Married","Blue-Collar","CaucYes","Male",65,"incB",0,0,"ChildNo"
22,8,"Never-Married","White-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
56,6,"Married","Blue-Collar","CaucYes","Male",60,"incB",0,0,"ChildNo"
26,13,"Married","Sales","CaucYes","Female",42,"incH",8.55236726642389,0,"ChildNo"
19,10,"Not-Married","Sales","CaucYes","Female",25,"incB",0,0,"ChildNo"
37,11,"Married","Professional","CaucYes","Female",30,"incB",0,0,"ChildNo"
27,10,"Never-Married","Other-occups","CaucYes","Female",40,"incB",0,0,"ChildNo"
27,9,"Never-Married","Sales","CaucNo","Male",20,"incB",0,0,"ChildYes"
52,10,"Married","Sales","CaucYes","Male",50,"incB",0,0,"ChildNo"
45,9,"Not-Married","Blue-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
28,10,"Never-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildYes"
20,9,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
28,14,"Never-Married","Professional","CaucYes","Female",50,"incB",0,0,"ChildNo"
44,11,"Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
30,13,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
26,12,"Never-Married","Admin","CaucNo","Female",8,"incB",0,0,"ChildYes"
46,9,"Never-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildNo"
51,13,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
25,13,"Never-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
43,9,"Not-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
36,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
36,10,"Never-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
48,13,"Never-Married","Service","CaucNo","Female",40,"incB",0,0,"ChildNo"
24,13,"Married","Professional","CaucYes","Male",44,"incH",0,0,"ChildNo"
30,9,"Not-Married","Service","CaucYes","Female",36,"incB",0,0,"ChildNo"
24,13,"Married","White-Collar","CaucYes","Female",45,"incH",8.94754601503218,0,"ChildNo"
62,13,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
41,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,7.37211802833779,"ChildNo"
49,15,"Married","Professional","CaucYes","Male",85,"incH",0,0,"ChildNo"
36,9,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
47,14,"Not-Married","Professional","CaucYes","Female",45,"incB",8.6044711995233,0,"ChildNo"
49,14,"Not-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
52,10,"Never-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
52,12,"Married","Other-occups","CaucYes","Male",40,"incH",0,0,"ChildNo"
26,9,"Never-Married","Admin","CaucYes","Male",53,"incB",0,0,"ChildNo"
51,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
18,6,"Never-Married","Service","CaucYes","Male",20,"incB",0,0,"ChildYes"
30,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
46,9,"Not-Married","Blue-Collar","CaucYes","Male",20,"incB",0,0,"ChildNo"
28,9,"Never-Married","Blue-Collar","CaucNo","Female",40,"incB",0,0,"ChildYes"
48,13,"Married","White-Collar","CaucYes","Male",50,"incH",8.89549263145163,0,"ChildNo"
62,10,"Married","Admin","CaucYes","Female",38,"incH",0,0,"ChildNo"
49,13,"Married","Sales","CaucYes","Male",44,"incB",8.31016902198191,0,"ChildNo"
69,9,"Widowed","Admin","CaucYes","Female",24,"incB",0,0,"ChildNo"
35,13,"Never-Married","White-Collar","CaucYes","Male",45,"incH",9.06126014896203,0,"ChildNo"
78,14,"Widowed","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
61,10,"Married","White-Collar","CaucYes","Male",45,"incH",0,0,"ChildNo"
24,13,"Never-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
29,10,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildYes"
27,9,"Married","Blue-Collar","CaucNo","Male",80,"incH",0,0,"ChildNo"
64,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
33,9,"Never-Married","White-Collar","CaucYes","Male",55,"incB",0,0,"ChildNo"
32,8,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
19,10,"Never-Married","Service","CaucYes","Female",20,"incB",0,0,"ChildYes"
42,7,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
24,13,"Never-Married","Sales","CaucYes","Female",15,"incB",0,0,"ChildYes"
23,9,"Never-Married","White-Collar","CaucNo","Male",45,"incB",0,0,"ChildNo"
51,15,"Never-Married","Professional","CaucYes","Male",40,"incB",8.10952565975287,0,"ChildNo"
31,13,"Never-Married","Other-occups","CaucYes","Male",60,"incB",8.10952565975287,0,"ChildNo"
44,15,"Married","Professional","CaucYes","Male",29,"incH",0,0,"ChildNo"
38,14,"Never-Married","White-Collar","CaucYes","Female",50,"incH",9.26112853880829,0,"ChildNo"
44,12,"Not-Married","Other-occups","CaucYes","Female",56,"incH",0,0,"ChildNo"
44,3,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
38,9,"Married","Blue-Collar","CaucYes","Male",44,"incB",0,0,"ChildNo"
36,5,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
29,2,"Never-Married","Service","CaucYes","Male",20,"incB",0,0,"ChildNo"
46,12,"Not-Married","Sales","CaucYes","Female",25,"incB",0,0,"ChildNo"
47,9,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
30,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",11.5129254649702,0,"ChildNo"
37,9,"Married","Other-occups","CaucYes","Male",35,"incH",8.94754601503218,0,"ChildNo"
27,13,"Never-Married","White-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
43,9,"Not-Married","Blue-Collar","CaucYes","Female",50,"incB",0,0,"ChildNo"
44,15,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
31,10,"Never-Married","White-Collar","CaucYes","Male",60,"incB",0,0,"ChildNo"
34,13,"Married","White-Collar","CaucYes","Male",45,"incH",0,7.58984151218266,"ChildNo"
39,13,"Never-Married","Sales","CaucYes","Male",40,"incB",0,6.99668148817654,"ChildYes"
36,10,"Not-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
57,13,"Married","Professional","CaucYes","Male",40,"incH",8.04044688130311,0,"ChildNo"
78,4,"Never-Married","Blue-Collar","CaucYes","Female",35,"incB",0,0,"ChildNo"
24,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
39,10,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
21,12,"Never-Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildYes"
34,9,"Not-Married","Admin","CaucYes","Male",40,"incH",0,0,"ChildNo"
22,10,"Never-Married","Sales","CaucYes","Female",32,"incB",0,0,"ChildNo"
36,10,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
61,10,"Married","Sales","CaucYes","Male",40,"incH",0,0,"ChildNo"
42,10,"Not-Married","Service","CaucNo","Female",21,"incB",0,0,"ChildNo"
49,11,"Married","Blue-Collar","CaucNo","Male",40,"incH",0,0,"ChildNo"
58,11,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
37,10,"Married","Other-occups","CaucYes","Male",60,"incB",0,0,"ChildNo"
39,9,"Never-Married","Other-occups","CaucYes","Male",44,"incB",8.4448375292241,0,"ChildNo"
25,10,"Not-Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildNo"
30,13,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
36,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",7.96762673933382,0,"ChildNo"
23,9,"Never-Married","Blue-Collar","CaucYes","Male",65,"incB",0,0,"ChildNo"
51,10,"Married","Admin","CaucNo","Female",35,"incB",0,0,"ChildNo"
55,9,"Married","Blue-Collar","CaucYes","Male",60,"incB",0,0,"ChildNo"
35,13,"Never-Married","Sales","CaucYes","Male",50,"incB",0,0,"ChildNo"
45,14,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
36,13,"Married","Professional","CaucYes","Male",48,"incH",0,0,"ChildNo"
32,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
39,9,"Married","White-Collar","CaucYes","Male",55,"incB",0,0,"ChildNo"
47,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
49,10,"Married","White-Collar","CaucYes","Male",45,"incH",0,0,"ChildNo"
44,10,"Not-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
36,10,"Married","White-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
40,10,"Not-Married","Blue-Collar","CaucNo","Female",30,"incB",0,0,"ChildNo"
18,9,"Never-Married","Sales","CaucYes","Female",38,"incB",0,0,"ChildYes"
30,10,"Married","White-Collar","CaucYes","Female",25,"incB",0,0,"ChildNo"
66,9,"Widowed","Service","CaucYes","Female",50,"incB",0,0,"ChildNo"
59,13,"Never-Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
30,9,"Married","Admin","CaucNo","Male",40,"incB",0,0,"ChildNo"
50,9,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
24,9,"Never-Married","Service","CaucYes","Female",25,"incB",0,0,"ChildYes"
28,15,"Married","Professional","CaucNo","Male",99,"incB",0,0,"ChildNo"
44,14,"Married","Professional","CaucYes","Female",40,"incH",0,0,"ChildNo"
25,11,"Never-Married","Professional","CaucYes","Male",40,"incB",0,0,"ChildNo"
45,14,"Married","White-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
20,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
67,11,"Not-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
40,15,"Married","Professional","CaucYes","Male",45,"incH",0,0,"ChildNo"
52,9,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
34,16,"Never-Married","Professional","CaucYes","Male",50,"incH",0,0,"ChildNo"
37,12,"Married","Professional","CaucYes","Male",45,"incH",0,0,"ChildNo"
25,11,"Married","Sales","CaucYes","Female",42,"incH",0,0,"ChildNo"
35,13,"Not-Married","Professional","CaucYes","Male",40,"incB",0,0,"ChildNo"
63,14,"Not-Married","White-Collar","CaucYes","Female",40,"incH",0,0,"ChildNo"
38,10,"Never-Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildYes"
33,13,"Married","Admin","CaucYes","Male",60,"incH",0,0,"ChildNo"
51,14,"Married","Professional","CaucYes","Female",40,"incH",0,0,"ChildNo"
64,16,"Married","Professional","CaucYes","Male",50,"incH",0,0,"ChildNo"
50,10,"Not-Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildNo"
18,6,"Never-Married","Blue-Collar","CaucYes","Male",56,"incB",0,0,"ChildNo"
67,14,"Never-Married","Professional","CaucYes","Male",99,"incB",0,0,"ChildNo"
46,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
60,13,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
29,9,"Never-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
30,10,"Never-Married","Service","CaucNo","Female",40,"incB",0,0,"ChildYes"
56,16,"Married","Professional","CaucNo","Male",40,"incB",7.96762673933382,0,"ChildNo"
29,9,"Married","Blue-Collar","CaucYes","Female",40,"incH",0,0,"ChildNo"
37,13,"Never-Married","Admin","CaucNo","Female",27,"incB",0,0,"ChildNo"
55,2,"Not-Married","Service","CaucYes","Female",30,"incB",0,0,"ChildNo"
24,9,"Never-Married","Admin","CaucYes","Female",30,"incB",0,0,"ChildNo"
21,9,"Never-Married","Blue-Collar","CaucYes","Male",35,"incB",0,0,"ChildNo"
46,13,"Married","Sales","CaucYes","Male",70,"incH",0,0,"ChildNo"
25,8,"Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
40,9,"Never-Married","Blue-Collar","CaucYes","Male",28,"incB",0,0,"ChildYes"
23,10,"Not-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildYes"
43,10,"Never-Married","Blue-Collar","CaucNo","Male",30,"incB",0,0,"ChildNo"
29,10,"Married","Blue-Collar","CaucNo","Male",60,"incH",0,7.3038432252777,"ChildNo"
59,6,"Widowed","Service","CaucNo","Female",40,"incB",0,0,"ChildNo"
28,9,"Never-Married","White-Collar","CaucYes","Male",32,"incB",0,0,"ChildYes"
53,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
22,3,"Never-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
63,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
32,14,"Married","Sales","CaucYes","Female",45,"incH",0,0,"ChildNo"
40,9,"Never-Married","Admin","CaucNo","Female",35,"incB",0,0,"ChildNo"
61,15,"Married","Professional","CaucYes","Male",50,"incH",0,0,"ChildNo"
35,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,7.25063551189868,"ChildNo"
43,13,"Married","White-Collar","CaucNo","Male",50,"incB",0,0,"ChildNo"
48,10,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
56,13,"Widowed","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
51,9,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
34,10,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
44,10,"Married","Sales","CaucNo","Male",40,"incH",0,7.55118686729615,"ChildNo"
37,10,"Married","Sales","CaucYes","Male",44,"incH",0,0,"ChildNo"
36,13,"Married","White-Collar","CaucYes","Male",40,"incH",0,7.58984151218266,"ChildNo"
34,10,"Not-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
23,10,"Never-Married","Sales","CaucYes","Female",25,"incB",0,0,"ChildYes"
63,14,"Not-Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
47,14,"Married","White-Collar","CaucYes","Male",41,"incH",0,7.58984151218266,"ChildNo"
55,9,"Not-Married","Sales","CaucYes","Female",50,"incH",0,0,"ChildNo"
31,13,"Never-Married","Other-occups","CaucNo","Male",48,"incB",0,0,"ChildYes"
27,10,"Not-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
58,13,"Not-Married","Admin","CaucYes","Female",40,"incH",9.55286568031047,0,"ChildNo"
28,10,"Married","Other-occups","CaucYes","Male",48,"incB",0,0,"ChildNo"
52,4,"Not-Married","Blue-Collar","CaucYes","Female",64,"incB",0,0,"ChildNo"
31,9,"Married","Admin","CaucNo","Male",50,"incB",0,0,"ChildNo"
53,10,"Not-Married","Admin","CaucYes","Female",38,"incB",0,0,"ChildNo"
43,10,"Not-Married","Other-occups","CaucYes","Female",50,"incB",0,0,"ChildNo"
43,9,"Not-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
50,14,"Not-Married","White-Collar","CaucYes","Male",80,"incH",0,0,"ChildNo"
37,7,"Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
26,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
22,7,"Never-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildNo"
22,10,"Married","Sales","CaucYes","Male",55,"incB",0,0,"ChildNo"
59,10,"Married","Blue-Collar","CaucYes","Male",50,"incH",9.61747075940341,0,"ChildNo"
30,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
24,9,"Not-Married","Service","CaucYes","Female",55,"incB",0,0,"ChildNo"
30,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
50,13,"Not-Married","Other-occups","CaucYes","Male",40,"incH",0,0,"ChildNo"
38,8,"Married","Service","CaucYes","Male",40,"incB",8.27969713387763,0,"ChildNo"
29,9,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
76,9,"Married","Sales","CaucYes","Male",24,"incB",7.26192709270275,0,"ChildNo"
21,11,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
65,10,"Widowed","Service","CaucYes","Female",24,"incB",0,0,"ChildNo"
43,9,"Married","White-Collar","CaucYes","Male",45,"incH",0,0,"ChildNo"
29,13,"Married","Professional","CaucYes","Female",24,"incB",0,0,"ChildNo"
32,13,"Never-Married","Sales","CaucYes","Male",45,"incB",0,0,"ChildNo"
37,12,"Married","White-Collar","CaucYes","Male",65,"incH",0,0,"ChildNo"
64,9,"Married","White-Collar","CaucYes","Male",16,"incB",0,0,"ChildNo"
49,10,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
44,13,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
34,13,"Married","White-Collar","CaucYes","Male",40,"incH",8.94754601503218,0,"ChildNo"
35,10,"Married","White-Collar","CaucYes","Male",36,"incB",0,0,"ChildNo"
53,10,"Not-Married","Admin","CaucYes","Female",43,"incB",0,0,"ChildNo"
24,11,"Never-Married","Sales","CaucNo","Male",50,"incB",0,0,"ChildNo"
