"","age","educNum","mariStat","occup","origEthn","sex","hoursWeek","income","LcapitalGain","LcapitalLoss","child"
"42030",39,9,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"35319",69,10,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"46640",33,13,"Never-Married","Blue-Collar","CaucYes","Male",46,"incB",0,0,"ChildNo"
"33827",27,9,"Never-Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildNo"
"28514",55,13,"Widowed","Sales","CaucYes","Female",15,"incB",0,0,"ChildNo"
"28454",38,11,"Married","Other-occups","CaucYes","Female",36,"incH",0,0,"ChildNo"
"15691",57,9,"Never-Married","Service","CaucNo","Male",48,"incB",0,0,"ChildNo"
"18670",45,10,"Married","Professional","CaucYes","Male",50,"incH",8.94754601503218,0,"ChildNo"
"14828",33,13,"Married","Professional","CaucYes","Male",40,"incH",11.5129254649702,0,"ChildNo"
"28775",51,14,"Married","Professional","CaucNo","Male",40,"incB",8.51998927871824,0,"ChildNo"
"18745",46,10,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"23086",27,9,"Never-Married","White-Collar","CaucYes","Female",50,"incB",0,0,"ChildNo"
"17309",55,16,"Not-Married","White-Collar","CaucYes","Female",30,"incB",0,0,"ChildNo"
"9057",22,5,"Never-Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
"11133",37,9,"Not-Married","Blue-Collar","CaucYes","Male",44,"incB",0,0,"ChildNo"
"2976",27,10,"Never-Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildNo"
"15244",39,9,"Not-Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildYes"
"10949",51,6,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"35296",62,9,"Not-Married","Service","CaucNo","Female",20,"incB",0,0,"ChildNo"
"25127",59,9,"Married","Admin","CaucYes","Male",15,"incB",7.78945456608667,0,"ChildNo"
"23821",36,7,"Widowed","Service","CaucNo","Female",12,"incB",0,0,"ChildNo"
"43362",43,9,"Never-Married","Service","CaucNo","Female",96,"incB",0,0,"ChildNo"
"44246",64,9,"Married","Blue-Collar","CaucYes","Male",20,"incB",0,0,"ChildNo"
"18306",21,10,"Never-Married","Service","CaucNo","Male",20,"incB",0,0,"ChildYes"
"35712",26,8,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"23886",40,9,"Not-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"5334",35,7,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"28177",79,16,"Widowed","White-Collar","CaucYes","Male",6,"incH",0,0,"ChildNo"
"14118",41,15,"Married","Professional","CaucYes","Male",65,"incH",11.5129254649702,0,"ChildNo"
"18737",58,9,"Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"24679",49,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"47197",34,9,"Not-Married","Admin","CaucYes","Female",32,"incB",0,0,"ChildNo"
"15590",30,14,"Never-Married","Professional","CaucNo","Male",30,"incB",0,0,"ChildNo"
"29838",21,10,"Never-Married","Service","CaucYes","Male",20,"incB",0,0,"ChildYes"
"44398",20,9,"Never-Married","Blue-Collar","CaucYes","Male",60,"incB",0,0,"ChildYes"
"42053",70,6,"Widowed","Admin","CaucYes","Male",20,"incB",0,0,"ChildNo"
"24011",42,14,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"10463",25,9,"Never-Married","Blue-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
"32612",18,10,"Never-Married","Service","CaucYes","Male",20,"incB",0,0,"ChildYes"
"13462",19,10,"Never-Married","Sales","CaucYes","Female",20,"incB",0,0,"ChildYes"
"13460",35,10,"Never-Married","Sales","CaucYes","Male",50,"incB",0,0,"ChildNo"
"22837",28,11,"Never-Married","Service","CaucYes","Female",35,"incB",7.80954132465341,0,"ChildNo"
"46324",32,9,"Never-Married","Blue-Collar","CaucYes","Male",60,"incB",0,0,"ChildNo"
"31840",28,12,"Never-Married","Blue-Collar","CaucYes","Male",60,"incB",0,0,"ChildYes"
"42276",43,10,"Married","Admin","CaucYes","Male",45,"incB",0,0,"ChildNo"
"21070",23,8,"Never-Married","Blue-Collar","CaucYes","Male",30,"incB",0,0,"ChildNo"
"12467",48,9,"Not-Married","Service","CaucNo","Female",40,"incB",0,0,"ChildNo"
"26186",39,13,"Married","Professional","CaucYes","Female",32,"incB",8.51998927871824,0,"ChildNo"
"25735",23,9,"Never-Married","Sales","CaucYes","Male",48,"incB",0,0,"ChildNo"
"38961",36,9,"Not-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
"46754",36,13,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4864",41,11,"Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"20561",39,10,"Not-Married","Other-occups","CaucNo","Female",30,"incB",0,0,"ChildNo"
"16088",40,9,"Not-Married","Blue-Collar","CaucYes","Male",48,"incB",0,7.59135704669855,"ChildNo"
"26788",33,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"33812",47,13,"Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
"14605",80,10,"Widowed","Admin","CaucYes","Female",20,"incB",0,0,"ChildNo"
"24001",19,7,"Never-Married","Sales","CaucNo","Female",32,"incB",0,0,"ChildYes"
"7866",59,9,"Married","White-Collar","CaucYes","Male",60,"incB",0,0,"ChildNo"
"39077",42,14,"Married","White-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
"46620",33,13,"Married","Sales","CaucYes","Male",45,"incH",0,0,"ChildNo"
"23274",22,10,"Never-Married","Service","CaucYes","Male",32,"incH",0,0,"ChildYes"
"26444",38,10,"Never-Married","Sales","CaucYes","Female",50,"incB",0,0,"ChildYes"
"15358",25,7,"Not-Married","Blue-Collar","CaucNo","Male",35,"incB",0,0,"ChildNo"
"39808",38,13,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"35788",36,13,"Married","Professional","CaucYes","Male",40,"incB",8.27103686579295,0,"ChildNo"
"34464",30,13,"Never-Married","Admin","CaucYes","Male",40,"incH",0,7.84776253747361,"ChildYes"
"2017",34,14,"Never-Married","Professional","CaucYes","Male",60,"incB",8.49002752334347,0,"ChildNo"
"20280",21,10,"Never-Married","Service","CaucYes","Male",25,"incB",0,0,"ChildYes"
"28683",47,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,6.4393503711001,"ChildNo"
"42010",19,9,"Never-Married","Service","CaucNo","Male",40,"incB",0,0,"ChildNo"
"9703",26,12,"Never-Married","Admin","CaucNo","Female",8,"incB",0,0,"ChildYes"
"34490",29,9,"Not-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"17307",30,13,"Never-Married","White-Collar","CaucYes","Female",45,"incB",0,0,"ChildNo"
"10109",24,10,"Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
"22792",39,14,"Married","White-Collar","CaucYes","Male",60,"incH",0,0,"ChildNo"
"42584",56,9,"Married","Blue-Collar","CaucYes","Male",48,"incH",0,0,"ChildNo"
"47981",61,13,"Not-Married","Admin","CaucYes","Female",35,"incB",0,0,"ChildNo"
"14898",41,10,"Married","Blue-Collar","CaucYes","Male",48,"incH",0,0,"ChildNo"
"34704",57,9,"Married","Sales","CaucYes","Male",40,"incH",0,0,"ChildNo"
"43583",61,9,"Not-Married","Service","CaucYes","Female",25,"incB",0,0,"ChildNo"
"15340",41,13,"Never-Married","Professional","CaucNo","Male",40,"incB",0,0,"ChildNo"
"30095",65,9,"Married","Sales","CaucYes","Male",18,"incB",0,0,"ChildNo"
"46890",35,10,"Not-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"30282",31,15,"Never-Married","Other-occups","CaucYes","Male",55,"incB",0,0,"ChildNo"
"26920",26,13,"Never-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildYes"
"33001",31,13,"Married","White-Collar","CaucYes","Male",50,"incH",0,7.54327334670545,"ChildNo"
"8188",68,11,"Widowed","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"18956",37,13,"Married","Blue-Collar","CaucYes","Male",65,"incH",0,0,"ChildNo"
"34994",70,9,"Married","Other-occups","CaucYes","Female",24,"incB",0,0,"ChildNo"
"26645",54,6,"Not-Married","Service","CaucNo","Female",10,"incB",0,0,"ChildNo"
"38191",59,6,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"30189",51,13,"Married","White-Collar","CaucYes","Male",35,"incH",0,0,"ChildNo"
"8927",73,9,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"38848",47,10,"Not-Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildNo"
"37936",28,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"28481",49,12,"Married","Blue-Collar","CaucYes","Male",30,"incB",0,0,"ChildNo"
"13701",31,13,"Never-Married","White-Collar","CaucYes","Female",50,"incB",0,0,"ChildNo"
"45856",30,13,"Never-Married","White-Collar","CaucYes","Male",45,"incB",0,7.722677516468,"ChildNo"
"447",44,9,"Widowed","White-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
"3655",44,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"46632",37,13,"Not-Married","Professional","CaucYes","Female",50,"incB",0,0,"ChildNo"
"5045",55,14,"Married","White-Collar","CaucYes","Male",40,"incH",0,7.58984151218266,"ChildNo"
"42548",70,13,"Married","Professional","CaucYes","Male",35,"incH",9.90608417838339,0,"ChildNo"
"17357",43,9,"Never-Married","Blue-Collar","CaucYes","Male",60,"incB",0,0,"ChildNo"
"772",37,3,"Not-Married","Blue-Collar","CaucYes","Male",32,"incB",0,0,"ChildNo"
"33204",57,13,"Married","White-Collar","CaucYes","Female",40,"incH",0,0,"ChildNo"
"48627",46,10,"Married","Admin","CaucYes","Male",40,"incH",0,0,"ChildNo"
"12415",42,9,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"684",23,10,"Not-Married","White-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"8125",36,15,"Never-Married","Professional","CaucNo","Male",40,"incH",0,0,"ChildNo"
"30109",18,10,"Never-Married","Sales","CaucYes","Male",15,"incB",0,0,"ChildYes"
"33146",44,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildYes"
"2471",50,14,"Married","Other-occups","CaucYes","Male",40,"incH",0,0,"ChildNo"
"41988",30,13,"Never-Married","White-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"42168",29,13,"Never-Married","Sales","CaucYes","Male",40,"incH",0,7.35564110297425,"ChildNo"
"29053",29,13,"Never-Married","Professional","CaucYes","Male",50,"incB",0,0,"ChildYes"
"32721",38,13,"Not-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"14036",33,11,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"24655",36,10,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"32360",46,1,"Married","Blue-Collar","CaucNo","Male",75,"incB",0,0,"ChildNo"
"34780",49,10,"Married","White-Collar","CaucYes","Male",46,"incH",0,0,"ChildNo"
"13478",34,12,"Never-Married","Admin","CaucYes","Female",35,"incB",0,0,"ChildNo"
"33176",51,4,"Married","Professional","CaucYes","Male",40,"incB",0,0,"ChildNo"
"34301",39,10,"Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
"33042",39,13,"Married","Admin","CaucYes","Female",28,"incB",0,0,"ChildNo"
"22059",26,13,"Never-Married","Admin","CaucYes","Male",25,"incB",0,0,"ChildYes"
"17817",58,9,"Not-Married","Service","CaucYes","Female",35,"incB",0,0,"ChildNo"
"13227",37,9,"Not-Married","Sales","CaucYes","Female",25,"incB",0,0,"ChildNo"
"43487",33,14,"Never-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
"14976",22,10,"Never-Married","Service","CaucNo","Male",39,"incB",0,0,"ChildNo"
"5019",33,10,"Never-Married","White-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"17288",58,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"10930",46,9,"Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"47277",39,10,"Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
"48023",55,9,"Not-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"41447",55,9,"Married","White-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
"41609",30,13,"Never-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildNo"
"23788",24,13,"Never-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildYes"
"21084",35,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"44064",20,10,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"39794",30,10,"Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"27171",47,14,"Not-Married","Blue-Collar","CaucNo","Female",42,"incB",0,0,"ChildNo"
"25862",54,3,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"36851",72,5,"Married","Sales","CaucYes","Male",16,"incB",0,0,"ChildNo"
"16942",37,13,"Never-Married","White-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"10646",20,9,"Never-Married","Service","CaucNo","Female",25,"incB",0,0,"ChildNo"
"8417",25,13,"Never-Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildNo"
"13684",32,9,"Married","Blue-Collar","CaucYes","Male",48,"incB",0,0,"ChildNo"
"21713",23,13,"Never-Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildYes"
"39934",20,10,"Never-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildNo"
"38260",42,9,"Not-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"10330",46,9,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"43870",29,13,"Never-Married","Sales","CaucNo","Male",40,"incB",0,0,"ChildYes"
"1161",44,11,"Married","Blue-Collar","CaucYes","Male",40,"incB",8.13505390861157,0,"ChildNo"
"45484",40,14,"Never-Married","Blue-Collar","CaucYes","Male",80,"incB",0,0,"ChildNo"
"20505",62,3,"Married","Blue-Collar","CaucYes","Male",30,"incB",0,0,"ChildNo"
"40469",26,13,"Married","Admin","CaucYes","Male",7,"incB",8.27969713387763,0,"ChildNo"
"13606",39,7,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"45214",39,13,"Married","Sales","CaucYes","Male",45,"incH",0,0,"ChildNo"
"22656",38,9,"Married","Admin","CaucYes","Female",40,"incH",0,0,"ChildNo"
"34421",22,10,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"6258",40,9,"Never-Married","Service","CaucYes","Male",25,"incB",0,0,"ChildYes"
"28570",63,14,"Married","Blue-Collar","CaucYes","Male",46,"incB",0,0,"ChildNo"
"44638",43,10,"Not-Married","Service","CaucYes","Female",38,"incB",0,0,"ChildNo"
"40706",35,13,"Married","Sales","CaucYes","Male",65,"incH",0,7.58984151218266,"ChildNo"
"35697",21,10,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"28885",23,10,"Never-Married","Sales","CaucNo","Male",25,"incB",0,0,"ChildNo"
"48505",52,4,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"37463",61,13,"Never-Married","Professional","CaucYes","Female",63,"incH",0,0,"ChildNo"
"38388",27,14,"Never-Married","Other-occups","CaucYes","Male",50,"incB",0,0,"ChildYes"
"23696",42,6,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"10224",27,9,"Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
"8800",60,12,"Not-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
"35126",30,9,"Never-Married","Admin","CaucYes","Male",20,"incB",0,0,"ChildNo"
"44934",75,10,"Married","White-Collar","CaucYes","Male",35,"incB",0,7.67322312112171,"ChildNo"
"21321",51,9,"Married","White-Collar","CaucYes","Male",70,"incH",0,0,"ChildNo"
"31741",40,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"30292",19,9,"Never-Married","Service","CaucNo","Male",25,"incB",0,0,"ChildYes"
"40245",21,4,"Never-Married","Blue-Collar","CaucYes","Male",36,"incB",0,0,"ChildNo"
"9576",24,6,"Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"18747",43,10,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"24651",64,8,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"44545",31,7,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"26430",45,10,"Married","Blue-Collar","CaucYes","Male",84,"incH",0,0,"ChildNo"
"20310",58,13,"Married","White-Collar","CaucNo","Male",40,"incH",0,0,"ChildNo"
"29691",44,13,"Not-Married","Professional","CaucYes","Male",45,"incB",0,0,"ChildNo"
"11523",33,10,"Never-Married","Service","CaucNo","Male",40,"incB",0,0,"ChildNo"
"510",39,9,"Not-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
"13576",26,10,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"31499",35,9,"Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildNo"
"30765",30,7,"Married","Service","CaucNo","Female",30,"incB",0,0,"ChildNo"
"21215",47,13,"Not-Married","White-Collar","CaucYes","Male",60,"incH",0,0,"ChildNo"
"17443",25,13,"Never-Married","Professional","CaucYes","Female",21,"incB",0,0,"ChildYes"
"21433",39,9,"Never-Married","White-Collar","CaucYes","Female",45,"incB",0,0,"ChildNo"
"23329",31,9,"Never-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildYes"
"25851",45,13,"Married","Blue-Collar","CaucNo","Male",40,"incH",8.89549263145163,0,"ChildNo"
"11186",46,13,"Married","White-Collar","CaucYes","Male",50,"incH",0,7.55118686729615,"ChildNo"
"21019",23,9,"Never-Married","Admin","CaucYes","Female",50,"incB",0,0,"ChildNo"
"44265",58,11,"Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"18188",46,10,"Not-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildNo"
"28527",28,9,"Never-Married","Sales","CaucYes","Female",70,"incB",0,0,"ChildNo"
"43454",21,9,"Never-Married","Service","CaucYes","Female",20,"incB",0,0,"ChildNo"
"38095",19,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"10986",26,9,"Never-Married","Sales","CaucNo","Male",40,"incB",0,0,"ChildNo"
"37985",30,13,"Married","Professional","CaucYes","Male",40,"incB",0,0,"ChildNo"
"32544",45,12,"Not-Married","Professional","CaucYes","Female",48,"incB",0,0,"ChildNo"
"36296",49,13,"Married","White-Collar","CaucYes","Male",75,"incH",0,0,"ChildNo"
"5011",23,11,"Never-Married","Other-occups","CaucYes","Female",40,"incB",0,0,"ChildNo"
"22879",35,4,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"47771",72,10,"Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildNo"
"29910",43,10,"Married","White-Collar","CaucYes","Male",15,"incH",0,7.55118686729615,"ChildNo"
"13029",56,9,"Not-Married","Blue-Collar","CaucYes","Male",30,"incB",0,0,"ChildNo"
"8714",55,11,"Married","Professional","CaucYes","Female",20,"incB",0,0,"ChildNo"
"42876",36,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"6625",90,7,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"6828",20,10,"Never-Married","Service","CaucYes","Female",20,"incB",0,0,"ChildYes"
"35128",49,4,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"45753",33,13,"Married","White-Collar","CaucNo","Male",60,"incH",0,0,"ChildNo"
"15495",58,15,"Married","Professional","CaucYes","Male",45,"incH",0,0,"ChildNo"
"13394",23,13,"Never-Married","Professional","CaucYes","Male",40,"incB",0,0,"ChildNo"
"26614",28,13,"Not-Married","Other-occups","CaucNo","Female",40,"incB",0,0,"ChildNo"
"46626",53,4,"Married","White-Collar","CaucYes","Female",80,"incB",0,0,"ChildNo"
"41954",26,13,"Never-Married","Blue-Collar","CaucYes","Male",44,"incB",0,0,"ChildYes"
"15078",40,12,"Married","Sales","CaucYes","Male",50,"incH",9.61747075940341,0,"ChildNo"
"15229",40,10,"Married","Sales","CaucNo","Female",40,"incB",0,0,"ChildNo"
"26864",37,12,"Not-Married","White-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"43112",47,6,"Not-Married","Other-occups","CaucNo","Female",38,"incB",0,0,"ChildNo"
"26542",54,14,"Never-Married","Professional","CaucYes","Female",32,"incH",0,0,"ChildNo"
"26692",51,10,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"37604",45,9,"Married","Professional","CaucYes","Male",45,"incH",0,0,"ChildNo"
"7589",60,13,"Not-Married","Professional","CaucYes","Female",30,"incB",0,0,"ChildNo"
"30810",46,10,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"42186",43,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"40095",55,10,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"40420",18,7,"Never-Married","Service","CaucYes","Female",16,"incB",0,0,"ChildYes"
"35229",32,14,"Married","Professional","CaucNo","Female",20,"incB",0,0,"ChildNo"
"37413",26,15,"Never-Married","Professional","CaucYes","Female",80,"incB",0,0,"ChildNo"
"247",58,9,"Married","Admin","CaucYes","Male",45,"incH",0,0,"ChildNo"
"17797",37,10,"Married","White-Collar","CaucYes","Male",60,"incH",0,0,"ChildNo"
"2021",24,12,"Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
"2150",29,10,"Married","Blue-Collar","CaucYes","Male",55,"incB",0,0,"ChildNo"
"44703",35,9,"Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"43788",36,11,"Not-Married","White-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"29479",38,10,"Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
"7162",24,10,"Never-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"19916",28,9,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"10244",42,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"10205",30,11,"Never-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
"31520",29,13,"Married","White-Collar","CaucYes","Male",52,"incH",0,0,"ChildNo"
"722",41,9,"Married","Blue-Collar","CaucYes","Male",60,"incB",0,7.62657020629066,"ChildNo"
"37845",21,11,"Never-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"46619",39,13,"Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
"36217",64,4,"Married","Blue-Collar","CaucYes","Male",80,"incB",0,0,"ChildNo"
"44419",38,16,"Not-Married","Professional","CaucNo","Male",60,"incH",10.2338339214274,0,"ChildNo"
"35753",53,11,"Married","Blue-Collar","CaucYes","Male",75,"incH",11.5129254649702,0,"ChildNo"
"45277",67,9,"Married","White-Collar","CaucYes","Male",35,"incB",8.14815643992162,0,"ChildNo"
"14825",43,10,"Not-Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildNo"
"25372",32,10,"Married","Blue-Collar","CaucYes","Male",36,"incB",0,0,"ChildNo"
"47074",52,15,"Married","Professional","CaucYes","Male",60,"incH",0,0,"ChildNo"
"36267",20,9,"Never-Married","Admin","CaucNo","Female",35,"incB",0,0,"ChildNo"
"45885",40,13,"Married","Blue-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
"6544",75,9,"Not-Married","Sales","CaucYes","Male",15,"incB",7.76089319585102,0,"ChildNo"
"2979",29,9,"Not-Married","Blue-Collar","CaucYes","Male",56,"incB",0,0,"ChildNo"
"17371",42,14,"Not-Married","White-Collar","CaucNo","Male",45,"incH",0,0,"ChildNo"
"35420",44,9,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
"48584",18,9,"Never-Married","Sales","CaucYes","Female",35,"incB",0,0,"ChildNo"
"44711",43,13,"Married","Blue-Collar","CaucYes","Male",38,"incB",0,0,"ChildNo"
"26160",61,13,"Married","Professional","CaucYes","Male",40,"incB",0,0,"ChildNo"
"43835",41,9,"Not-Married","White-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
"12913",41,14,"Married","Blue-Collar","CaucYes","Male",65,"incB",0,0,"ChildNo"
"25219",21,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"18984",24,13,"Never-Married","Sales","CaucYes","Male",50,"incB",0,0,"ChildNo"
"47547",29,10,"Never-Married","Other-occups","CaucYes","Female",40,"incB",0,0,"ChildNo"
"47447",29,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",7.8770178956224,0,"ChildNo"
"1380",32,13,"Not-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"18722",18,8,"Never-Married","Service","CaucYes","Female",30,"incB",0,0,"ChildNo"
"6014",31,11,"Not-Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
"46393",67,10,"Married","Sales","CaucYes","Male",40,"incB",8.81996090128606,0,"ChildNo"
"18516",25,10,"Never-Married","Service","CaucNo","Male",42,"incB",0,0,"ChildYes"
"24226",29,12,"Never-Married","Sales","CaucYes","Male",45,"incB",0,0,"ChildNo"
"15381",35,5,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"29211",24,12,"Never-Married","Sales","CaucYes","Female",37,"incB",0,0,"ChildYes"
"19125",66,9,"Widowed","Other-occups","CaucYes","Female",18,"incB",0,0,"ChildNo"
"27669",34,9,"Married","Sales","CaucYes","Male",60,"incB",0,0,"ChildNo"
"40729",50,10,"Married","Other-occups","CaucYes","Male",40,"incH",8.89549263145163,0,"ChildNo"
"14789",31,13,"Never-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildYes"
"16916",30,13,"Married","Professional","CaucYes","Male",80,"incB",0,0,"ChildNo"
"2814",24,10,"Never-Married","Admin","CaucYes","Male",24,"incB",0,7.69893619981345,"ChildNo"
"33554",59,15,"Married","Professional","CaucYes","Male",40,"incH",11.5129254649702,0,"ChildNo"
"39284",50,13,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"35048",19,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"27214",44,12,"Married","White-Collar","CaucYes","Male",54,"incH",0,0,"ChildNo"
"6542",55,7,"Married","Service","CaucNo","Male",40,"incB",0,7.42237370098682,"ChildNo"
"41060",32,13,"Never-Married","Professional","CaucNo","Female",40,"incB",0,0,"ChildYes"
"21775",22,10,"Never-Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildNo"
"30846",46,10,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
