"","age","educNum","mariStat","occup","origEthn","sex","hoursWeek","income","LcapitalGain","LcapitalLoss","child"
"4386",64,10,"Married","Blue-Collar","CaucYes","Male",20,"incB",0,0,"ChildNo"
"4387",53,10,"Not-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"4389",29,9,"Married","Blue-Collar","CaucYes","Male",55,"incB",0,0,"ChildNo"
"4390",32,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",11.5129254649702,0,"ChildNo"
"4391",48,13,"Married","Professional","CaucYes","Female",20,"incH",0,0,"ChildNo"
"4392",30,10,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4398",54,13,"Never-Married","Professional","CaucYes","Female",50,"incB",0,0,"ChildNo"
"4399",24,10,"Never-Married","Sales","CaucYes","Male",40,"incB",0,7.47477218239787,"ChildYes"
"4400",25,9,"Never-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildYes"
"4401",25,7,"Not-Married","Service","CaucYes","Female",12,"incB",0,0,"ChildNo"
"4402",48,10,"Married","White-Collar","CaucYes","Female",40,"incH",8.55236726642389,0,"ChildNo"
"4403",24,13,"Never-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildYes"
"4404",31,10,"Married","Sales","CaucNo","Male",50,"incB",0,0,"ChildNo"
"4405",47,10,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"4407",19,10,"Never-Married","Admin","CaucYes","Female",25,"incB",0,0,"ChildYes"
"4408",52,10,"Married","Sales","CaucYes","Male",50,"incH",9.61747075940341,0,"ChildNo"
"4409",52,9,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4411",60,9,"Married","Blue-Collar","CaucYes","Male",28,"incB",0,0,"ChildNo"
"4412",43,14,"Married","Professional","CaucYes","Male",50,"incH",0,0,"ChildNo"
"4413",24,12,"Not-Married","Service","CaucYes","Female",30,"incB",0,0,"ChildYes"
"4415",51,9,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4416",38,5,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4420",35,13,"Never-Married","Service","CaucYes","Male",50,"incB",0,0,"ChildNo"
"4421",52,7,"Not-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"4425",43,10,"Not-Married","Sales","CaucYes","Female",42,"incB",0,6.78105762593618,"ChildNo"
"4426",29,13,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4427",29,9,"Married","Blue-Collar","CaucNo","Male",65,"incB",0,0,"ChildNo"
"4429",58,13,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4431",53,9,"Married","Admin","CaucNo","Female",32,"incB",0,0,"ChildNo"
"4433",40,12,"Not-Married","White-Collar","CaucYes","Male",30,"incB",0,0,"ChildNo"
"4435",38,11,"Never-Married","Other-occups","CaucYes","Male",50,"incB",0,0,"ChildNo"
"4439",68,16,"Married","Professional","CaucYes","Male",55,"incH",0,0,"ChildNo"
"4440",24,9,"Never-Married","Sales","CaucYes","Male",38,"incB",0,0,"ChildNo"
"4441",40,15,"Married","Professional","CaucYes","Male",50,"incH",0,0,"ChildNo"
"4442",43,15,"Married","Professional","CaucNo","Male",99,"incH",0,0,"ChildNo"
"4443",38,13,"Never-Married","White-Collar","CaucYes","Female",70,"incB",0,0,"ChildNo"
"4445",18,7,"Never-Married","Blue-Collar","CaucYes","Male",55,"incB",0,0,"ChildYes"
"4446",57,14,"Married","White-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
"4447",49,9,"Not-Married","Service","CaucNo","Female",35,"incB",0,0,"ChildNo"
"4449",52,10,"Not-Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4450",56,6,"Not-Married","Blue-Collar","CaucYes","Male",56,"incB",0,0,"ChildNo"
"4451",26,10,"Never-Married","Sales","CaucYes","Male",48,"incB",0,0,"ChildNo"
"4452",19,9,"Never-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4454",25,9,"Married","Admin","CaucYes","Female",30,"incB",0,0,"ChildNo"
"4455",21,9,"Never-Married","Sales","CaucYes","Male",45,"incB",0,0,"ChildNo"
"4456",48,4,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4457",33,14,"Married","Professional","CaucYes","Male",60,"incB",0,0,"ChildNo"
"4458",31,9,"Not-Married","Other-occups","CaucNo","Male",40,"incB",0,0,"ChildYes"
"4459",26,9,"Not-Married","Blue-Collar","CaucYes","Male",65,"incB",0,0,"ChildNo"
"4460",37,13,"Never-Married","Professional","CaucYes","Male",38,"incB",0,0,"ChildNo"
"4464",49,9,"Widowed","Admin","CaucYes","Female",20,"incB",0,0,"ChildNo"
"4466",49,14,"Married","White-Collar","CaucYes","Male",40,"incH",0,7.58984151218266,"ChildNo"
"4467",51,10,"Married","Professional","CaucYes","Female",40,"incH",0,0,"ChildNo"
"4468",40,10,"Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4469",24,11,"Never-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildYes"
"4470",18,8,"Never-Married","Sales","CaucYes","Male",24,"incB",0,0,"ChildYes"
"4471",41,6,"Married","Blue-Collar","CaucNo","Male",40,"incH",0,0,"ChildNo"
"4473",46,9,"Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4474",64,6,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"4475",50,15,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"4476",53,14,"Married","Professional","CaucYes","Male",36,"incH",0,0,"ChildNo"
"4477",21,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4478",22,10,"Married","Service","CaucYes","Male",25,"incB",0,0,"ChildNo"
"4479",37,13,"Not-Married","White-Collar","CaucYes","Female",45,"incH",8.91341571815747,0,"ChildNo"
"4480",39,15,"Never-Married","Professional","CaucYes","Male",55,"incH",0,0,"ChildNo"
"4481",30,13,"Married","Sales","CaucNo","Male",40,"incB",0,0,"ChildNo"
"4482",25,13,"Never-Married","Professional","CaucYes","Male",40,"incB",0,7.46278915741245,"ChildNo"
"4484",43,13,"Never-Married","Sales","CaucYes","Male",50,"incB",0,0,"ChildNo"
"4485",59,9,"Widowed","Admin","CaucYes","Female",60,"incB",0,0,"ChildNo"
"4487",55,6,"Married","Blue-Collar","CaucNo","Male",40,"incH",0,0,"ChildNo"
"4488",20,10,"Never-Married","Service","CaucYes","Male",12,"incB",0,0,"ChildYes"
"4490",28,12,"Not-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4491",29,13,"Never-Married","Sales","CaucYes","Male",50,"incB",0,0,"ChildNo"
"4492",60,7,"Married","Sales","CaucYes","Male",40,"incH",0,0,"ChildNo"
"4493",37,13,"Married","Professional","CaucYes","Female",50,"incH",9.61747075940341,0,"ChildNo"
"4494",25,7,"Not-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildYes"
"4495",27,10,"Married","Blue-Collar","CaucYes","Male",60,"incB",0,0,"ChildNo"
"4496",50,13,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"4497",41,10,"Married","Blue-Collar","CaucYes","Male",70,"incB",8.51998927871824,0,"ChildNo"
"4498",46,4,"Married","Blue-Collar","CaucYes","Male",47,"incB",0,0,"ChildNo"
"4499",35,11,"Not-Married","Service","CaucNo","Female",40,"incB",0,0,"ChildNo"
"4502",40,9,"Never-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"4503",49,13,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"4504",29,13,"Never-Married","Professional","CaucYes","Female",50,"incB",0,0,"ChildNo"
"4506",39,12,"Never-Married","Blue-Collar","CaucNo","Male",60,"incB",0,0,"ChildNo"
"4507",35,9,"Never-Married","Blue-Collar","CaucYes","Male",60,"incB",0,0,"ChildYes"
"4508",52,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4509",25,10,"Never-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"4510",20,9,"Never-Married","Blue-Collar","CaucYes","Female",30,"incB",0,0,"ChildYes"
"4516",43,9,"Never-Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildYes"
"4517",19,9,"Never-Married","Admin","CaucYes","Female",26,"incB",0,0,"ChildNo"
"4521",35,9,"Married","Service","CaucYes","Male",60,"incB",0,0,"ChildNo"
"4523",27,10,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4524",57,13,"Married","Professional","CaucNo","Male",35,"incB",0,0,"ChildNo"
"4525",56,2,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4527",47,4,"Married","Blue-Collar","CaucNo","Female",35,"incB",0,0,"ChildNo"
"4528",19,9,"Never-Married","Service","CaucYes","Male",30,"incB",0,0,"ChildNo"
"4529",28,8,"Not-Married","Service","CaucYes","Female",30,"incB",0,0,"ChildNo"
"4530",43,6,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4534",35,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incH",9.06126014896203,0,"ChildYes"
"4537",30,13,"Never-Married","Professional","CaucNo","Female",40,"incB",0,0,"ChildNo"
"4538",31,13,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"4541",41,11,"Married","Admin","CaucYes","Female",44,"incH",8.94754601503218,0,"ChildNo"
"4542",33,9,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4543",27,11,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4544",34,9,"Married","Blue-Collar","CaucYes","Male",60,"incH",0,0,"ChildNo"
"4545",22,6,"Never-Married","Blue-Collar","CaucYes","Male",30,"incB",0,0,"ChildNo"
"4546",50,12,"Married","White-Collar","CaucNo","Female",40,"incH",0,0,"ChildNo"
"4548",37,9,"Married","Blue-Collar","CaucYes","Male",51,"incB",0,0,"ChildNo"
"4550",53,14,"Married","White-Collar","CaucYes","Male",55,"incH",9.61747075940341,0,"ChildNo"
"4551",38,10,"Married","Blue-Collar","CaucYes","Male",40,"incH",8.94754601503218,0,"ChildNo"
"4552",25,9,"Never-Married","Professional","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4555",18,10,"Never-Married","Service","CaucYes","Male",16,"incB",0,0,"ChildYes"
"4557",33,9,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4558",33,13,"Never-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4559",67,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4560",47,9,"Married","White-Collar","CaucYes","Male",50,"incH",0,7.78986855905471,"ChildNo"
"4561",24,10,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4562",32,4,"Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4563",29,9,"Never-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4564",25,11,"Never-Married","Sales","CaucYes","Male",45,"incB",0,0,"ChildNo"
"4565",33,10,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4566",55,13,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4567",31,10,"Married","Sales","CaucYes","Male",40,"incH",0,0,"ChildNo"
"4568",32,14,"Married","Professional","CaucYes","Male",50,"incB",0,0,"ChildNo"
"4569",18,9,"Never-Married","Other-occups","CaucYes","Male",3,"incB",10.4369353543384,0,"ChildYes"
"4570",36,9,"Not-Married","Admin","CaucYes","Female",50,"incB",0,0,"ChildNo"
"4571",58,9,"Widowed","Admin","CaucYes","Female",27,"incB",0,0,"ChildNo"
"4572",34,14,"Married","White-Collar","CaucYes","Male",50,"incH",0,7.55118686729615,"ChildNo"
"4573",19,7,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4574",21,9,"Never-Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildNo"
"4575",36,9,"Never-Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"4576",37,13,"Married","Professional","CaucNo","Female",40,"incH",9.61747075940341,0,"ChildNo"
"4577",43,9,"Married","Blue-Collar","CaucNo","Female",21,"incB",0,0,"ChildNo"
"4580",43,10,"Not-Married","Professional","CaucYes","Female",38,"incB",0,0,"ChildNo"
"4581",22,9,"Never-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildYes"
"4582",57,3,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",8.77924971622905,0,"ChildNo"
"4584",39,10,"Not-Married","Sales","CaucNo","Female",38,"incB",0,0,"ChildNo"
"4585",54,10,"Married","Sales","CaucYes","Male",40,"incH",0,0,"ChildNo"
"4586",27,12,"Never-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4587",21,9,"Never-Married","Admin","CaucYes","Female",35,"incB",0,0,"ChildNo"
"4588",65,10,"Not-Married","Admin","CaucYes","Female",38,"incB",0,0,"ChildNo"
"4590",22,5,"Never-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4591",26,13,"Married","Sales","CaucYes","Male",50,"incB",8.31016902198191,0,"ChildNo"
"4592",25,7,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"4594",47,11,"Married","White-Collar","CaucYes","Male",50,"incH",9.61747075940341,0,"ChildNo"
"4595",23,12,"Never-Married","Service","CaucYes","Male",60,"incB",0,0,"ChildYes"
"4596",42,9,"Married","Sales","CaucNo","Male",40,"incH",0,0,"ChildNo"
"4597",39,10,"Never-Married","Blue-Collar","CaucNo","Male",30,"incB",0,0,"ChildNo"
"4598",55,16,"Married","White-Collar","CaucYes","Male",60,"incH",0,0,"ChildNo"
"4601",53,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"4602",44,7,"Not-Married","Service","CaucNo","Female",60,"incB",0,0,"ChildNo"
"4603",40,9,"Not-Married","Blue-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
"4605",26,11,"Not-Married","Admin","CaucYes","Female",35,"incB",0,0,"ChildNo"
"4606",22,9,"Never-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildYes"
"4609",43,9,"Not-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4610",37,9,"Married","Service","CaucYes","Female",25,"incB",0,0,"ChildNo"
"4611",30,9,"Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"4613",38,15,"Married","Professional","CaucYes","Male",60,"incH",0,0,"ChildNo"
"4615",42,9,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"4616",20,9,"Never-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildYes"
"4617",36,13,"Not-Married","Admin","CaucYes","Female",40,"incB",8.20930841164694,0,"ChildNo"
"4618",32,11,"Never-Married","Professional","CaucNo","Male",40,"incB",0,0,"ChildNo"
"4619",27,13,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"4620",25,10,"Not-Married","Other-occups","CaucYes","Male",45,"incB",0,0,"ChildNo"
"4621",40,14,"Never-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4623",49,13,"Married","White-Collar","CaucYes","Male",45,"incH",0,0,"ChildNo"
"4626",47,15,"Married","Professional","CaucNo","Male",55,"incH",11.5129254649702,0,"ChildNo"
"4629",29,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4630",45,10,"Married","Admin","CaucYes","Female",24,"incH",0,0,"ChildNo"
"4631",30,8,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"4633",59,6,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,7.3038432252777,"ChildNo"
"4634",47,4,"Not-Married","Service","CaucYes","Female",30,"incB",0,0,"ChildNo"
"4635",41,10,"Married","Other-occups","CaucNo","Male",40,"incB",8.05134093329298,0,"ChildNo"
"4636",28,12,"Never-Married","Professional","CaucYes","Male",40,"incB",0,0,"ChildYes"
"4637",46,12,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"4639",66,6,"Not-Married","Service","CaucNo","Female",40,"incB",0,0,"ChildNo"
"4641",44,10,"Never-Married","Blue-Collar","CaucYes","Male",12,"incB",0,0,"ChildYes"
"4642",58,9,"Married","White-Collar","CaucYes","Male",60,"incH",9.61747075940341,0,"ChildNo"
"4643",21,4,"Never-Married","Service","CaucYes","Male",48,"incB",0,0,"ChildNo"
"4644",59,5,"Widowed","Service","CaucNo","Female",40,"incB",0,0,"ChildNo"
"4645",35,10,"Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4646",45,5,"Married","Admin","CaucNo","Male",40,"incH",8.55236726642389,0,"ChildNo"
"4647",30,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4648",33,9,"Never-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"4649",26,10,"Never-Married","Sales","CaucYes","Female",15,"incB",0,0,"ChildNo"
"4650",48,10,"Not-Married","Sales","CaucNo","Female",35,"incB",0,0,"ChildNo"
"4651",31,9,"Never-Married","Sales","CaucNo","Female",40,"incB",0,0,"ChildYes"
"4652",36,9,"Married","White-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
"4654",30,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",8.51998927871824,0,"ChildNo"
"4655",33,9,"Married","Blue-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
"4658",53,13,"Married","White-Collar","CaucYes","Male",45,"incH",0,0,"ChildNo"
"4660",38,10,"Married","Blue-Collar","CaucYes","Male",50,"incH",8.89549263145163,0,"ChildNo"
"4661",34,10,"Never-Married","Service","CaucYes","Male",50,"incB",0,0,"ChildNo"
"4662",45,13,"Married","Sales","CaucYes","Male",52,"incH",0,0,"ChildNo"
"4664",35,11,"Married","Blue-Collar","CaucYes","Female",44,"incB",0,0,"ChildNo"
"4665",22,9,"Never-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildYes"
"4667",45,9,"Married","Professional","CaucNo","Male",8,"incB",0,0,"ChildNo"
"4669",50,9,"Married","White-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
"4671",33,10,"Married","Blue-Collar","CaucYes","Male",50,"incH",8.89549263145163,0,"ChildNo"
"4673",25,13,"Never-Married","Sales","CaucYes","Female",50,"incB",8.83200393125627,0,"ChildNo"
"4674",64,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4675",62,10,"Married","White-Collar","CaucYes","Male",10,"incB",0,0,"ChildNo"
"4676",32,9,"Married","Other-occups","CaucYes","Male",60,"incH",0,0,"ChildNo"
"4678",61,9,"Married","Blue-Collar","CaucYes","Male",55,"incB",0,0,"ChildNo"
"4679",40,16,"Never-Married","Professional","CaucNo","Female",40,"incB",0,0,"ChildNo"
"4680",21,9,"Never-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4681",39,13,"Married","White-Collar","CaucYes","Male",50,"incH",9.61747075940341,0,"ChildNo"
"4684",27,12,"Never-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"4685",20,12,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4688",45,9,"Not-Married","Blue-Collar","CaucNo","Female",15,"incB",0,0,"ChildNo"
"4690",31,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4691",29,9,"Never-Married","Other-occups","CaucNo","Male",40,"incB",0,0,"ChildYes"
"4693",55,10,"Not-Married","Other-occups","CaucYes","Female",12,"incH",0,0,"ChildNo"
"4694",26,10,"Never-Married","Other-occups","CaucYes","Male",20,"incB",0,0,"ChildYes"
"4696",32,9,"Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4697",28,9,"Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4698",27,4,"Never-Married","Service","CaucYes","Male",35,"incB",0,0,"ChildNo"
"4701",26,8,"Never-Married","Blue-Collar","CaucNo","Male",48,"incB",0,0,"ChildNo"
"4702",36,6,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4703",18,9,"Never-Married","Sales","CaucYes","Female",15,"incB",0,0,"ChildYes"
"4704",33,5,"Not-Married","Blue-Collar","CaucYes","Male",70,"incB",0,0,"ChildNo"
"4705",60,11,"Married","Blue-Collar","CaucYes","Female",15,"incH",0,0,"ChildNo"
"4709",19,10,"Never-Married","Service","CaucYes","Male",20,"incB",0,0,"ChildYes"
"4710",38,13,"Married","Professional","CaucYes","Male",50,"incH",0,0,"ChildNo"
"4711",26,10,"Not-Married","Blue-Collar","CaucYes","Male",43,"incB",0,0,"ChildNo"
"4712",45,11,"Married","Other-occups","CaucYes","Male",40,"incB",8.27103686579295,0,"ChildNo"
"4713",20,10,"Never-Married","Admin","CaucYes","Female",20,"incB",0,0,"ChildYes"
"4714",32,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4715",22,10,"Never-Married","Blue-Collar","CaucYes","Female",13,"incB",0,0,"ChildYes"
"4716",22,9,"Never-Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4717",38,9,"Never-Married","Service","CaucNo","Female",38,"incB",4.74493212836325,0,"ChildNo"
"4718",34,9,"Married","Blue-Collar","CaucYes","Male",50,"incH",0,7.52240023138712,"ChildNo"
"4719",46,2,"Widowed","Service","CaucNo","Female",30,"incB",0,0,"ChildNo"
"4720",39,13,"Not-Married","White-Collar","CaucYes","Female",25,"incB",0,0,"ChildNo"
"4721",79,9,"Widowed","Service","CaucYes","Female",24,"incB",0,0,"ChildNo"
"4723",24,9,"Never-Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildYes"
"4724",31,10,"Married","Blue-Collar","CaucYes","Male",65,"incB",7.78655180642871,0,"ChildNo"
"4725",37,13,"Married","Sales","CaucNo","Male",77,"incB",8.05134093329298,0,"ChildNo"
"4726",23,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4727",31,10,"Married","Blue-Collar","CaucYes","Male",45,"incB",0,7.36518012602101,"ChildNo"
"4728",29,13,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"4731",55,9,"Not-Married","Service","CaucYes","Female",38,"incB",0,0,"ChildNo"
"4733",23,4,"Never-Married","Blue-Collar","CaucNo","Male",36,"incB",0,0,"ChildNo"
"4734",29,9,"Never-Married","Admin","CaucYes","Male",35,"incB",0,0,"ChildNo"
"4735",22,11,"Never-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4736",22,10,"Never-Married","Sales","CaucYes","Male",42,"incB",0,0,"ChildNo"
"4737",25,9,"Married","White-Collar","CaucYes","Male",84,"incH",8.89549263145163,0,"ChildNo"
"4738",29,10,"Never-Married","Blue-Collar","CaucYes","Male",45,"incB",0,0,"ChildYes"
"4740",33,9,"Never-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4741",33,13,"Never-Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"4742",31,16,"Never-Married","Professional","CaucYes","Female",28,"incB",0,0,"ChildNo"
"4743",30,14,"Married","Professional","CaucYes","Male",45,"incH",0,7.54327334670545,"ChildNo"
"4745",36,8,"Never-Married","White-Collar","CaucYes","Male",50,"incB",8.4448375292241,0,"ChildNo"
"4747",28,13,"Never-Married","Sales","CaucYes","Male",40,"incH",9.06126014896203,0,"ChildNo"
"4748",42,14,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"4750",62,13,"Not-Married","Professional","CaucNo","Female",40,"incB",0,0,"ChildNo"
"4751",65,10,"Married","Sales","CaucYes","Male",35,"incH",0,0,"ChildNo"
"4752",23,13,"Married","Professional","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4754",47,4,"Married","Blue-Collar","CaucNo","Male",60,"incH",0,0,"ChildNo"
"4755",50,9,"Not-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4757",32,13,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4759",31,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incH",9.57115672841547,0,"ChildNo"
"4760",76,6,"Widowed","Sales","CaucNo","Female",12,"incB",0,0,"ChildNo"
"4762",32,13,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"4763",31,10,"Never-Married","Admin","CaucYes","Female",52,"incB",0,0,"ChildNo"
"4764",31,13,"Not-Married","Other-occups","CaucYes","Male",50,"incH",0,0,"ChildNo"
"4765",65,15,"Not-Married","Professional","CaucYes","Male",40,"incB",0,7.41997992366183,"ChildNo"
"4766",30,9,"Married","Blue-Collar","CaucYes","Male",60,"incH",0,0,"ChildNo"
"4768",21,10,"Never-Married","Professional","CaucYes","Female",10,"incB",0,0,"ChildYes"
"4769",40,14,"Married","Other-occups","CaucNo","Male",40,"incH",0,7.55118686729615,"ChildNo"
"4770",26,10,"Never-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4771",18,7,"Never-Married","Service","CaucYes","Female",8,"incB",0,0,"ChildYes"
"4772",34,9,"Married","Service","CaucYes","Male",50,"incB",0,0,"ChildNo"
"4774",44,10,"Never-Married","Blue-Collar","CaucYes","Male",60,"incB",0,0,"ChildYes"
"4775",30,12,"Never-Married","Other-occups","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4777",31,10,"Married","Professional","CaucYes","Male",50,"incH",0,0,"ChildNo"
"4778",22,10,"Never-Married","Sales","CaucYes","Male",20,"incB",0,0,"ChildNo"
"4781",49,14,"Married","White-Collar","CaucYes","Male",50,"incH",9.61747075940341,0,"ChildNo"
"4782",39,13,"Not-Married","Blue-Collar","CaucYes","Male",35,"incB",0,0,"ChildYes"
"4784",19,10,"Never-Married","Blue-Collar","CaucYes","Male",16,"incB",0,0,"ChildYes"
"4785",30,12,"Married","White-Collar","CaucYes","Male",50,"incH",0,7.52240023138712,"ChildNo"
"4786",25,10,"Never-Married","Blue-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
"4788",46,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4789",37,14,"Married","Professional","CaucYes","Male",45,"incB",0,0,"ChildNo"
"4790",41,9,"Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4791",40,10,"Married","Professional","CaucYes","Male",20,"incB",0,0,"ChildNo"
"4792",44,9,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4793",32,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4794",58,9,"Married","Blue-Collar","CaucNo","Male",20,"incH",0,0,"ChildNo"
"4795",48,9,"Married","Blue-Collar","CaucYes","Male",48,"incB",0,0,"ChildNo"
"4796",34,13,"Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4797",29,11,"Never-Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildYes"
"4799",36,9,"Never-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"4800",59,13,"Never-Married","Admin","CaucYes","Male",38,"incB",0,0,"ChildNo"
"4801",29,8,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
